item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating
Low Fat,NCN18,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.12461089,8.90,113.1544,4
Low Fat,FDJ45,Seafood,2014,OUT013,Tier 3,Large,Supermarket Type1,0.07334955,17.75,34.2216,4
Low Fat,FDD34,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01586308,7.95,161.8210,4
Low Fat,FDS57,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.10335619,15.50,142.8470,4
Low Fat,DRD24,Soft Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03076946,13.85,141.7154,4
Regular,FDU24,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,6.78,94.0120,4
Regular,FDU12,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.07568803,15.50,262.9568,4
Regular,FDM25,Breakfast,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06061525,10.70,174.0712,4
Regular,FDY49,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01200208,17.20,165.3184,4
Regular,FDL02,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.10399676,20.00,107.4622,4
Regular,FDE51,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.09638705,5.93,45.6086,4
Regular,FDA04,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06667447,11.30,259.1962,4
Regular,FDE04,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01800807,19.75,180.4660,4
Regular,FDL32,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,15.70,112.4544,4
Regular,FDQ15,Meat,2014,OUT013,Tier 3,Large,Supermarket Type1,0.15094773,20.35,81.0276,4
Low Fat,FDV25,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04561425,5.91,221.5456,4
Regular,FDQ48,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03438260,14.30,96.5726,4
Regular,FDO31,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02895856,6.76,78.3960,4
Low Fat,FDT48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04614223,4.92,199.1084,4
Low Fat,FDF12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08276363,8.24,146.5076,4
Low Fat,FDG52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06589820,13.65,46.1402,4
Low Fat,FDI56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09376579,7.33,90.3146,4
Low Fat,FDD45,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11672251,8.62,95.4436,4
Low Fat,DRG23,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00000000,8.88,154.0682,4
Low Fat,DRI47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02100540,14.70,144.5128,4
Low Fat,FDK43,Meat,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.02689520,9.80,128.4020,4
Low Fat,FDA44,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.08908391,19.70,54.5930,4
Low Fat,NCG43,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07454187,20.20,94.1462,4
Regular,FDS45,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02947141,5.18,105.4622,4
Low Fat,FDS03,Meat,2011,OUT010,Tier 3,Medium,Grocery Store,0.13328197,7.83,63.2826,4
Low Fat,FDQ23,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02452119,6.55,100.6332,4
Low Fat,DRH39,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09283431,20.70,77.6670,4
Low Fat,FDF09,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01216779,6.22,37.4848,4
Low Fat,FDE57,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03634154,9.60,142.9154,4
Low Fat,FDW08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.14861226,12.10,104.5280,4
Low Fat,NCV41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01706527,14.35,109.5228,4
Low Fat,FDD22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09980462,10.00,113.7544,4
Low Fat,DRJ25,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.15080161,14.60,48.7692,4
Regular,FDB12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10547138,11.15,105.8648,4
Regular,FDF24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02540991,15.50,83.2934,4
Regular,FDS46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04733080,17.60,120.8782,4
Low Fat,NCJ30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08076585,5.82,169.1790,4
Regular,FDR15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03348998,9.30,156.6314,4
Low Fat,NCF55,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02166634,6.68,33.3874,4
Low Fat,FDA11,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04323882,7.75,92.5436,4
Low Fat,FDE38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04460716,6.52,164.2842,4
Low Fat,DRD15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05679592,10.60,232.8642,4
Low Fat,FDE53,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02688016,10.90,106.4280,4
Low Fat,FDB45,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02132979,20.85,105.5306,4
Low Fat,NCZ29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07137146,15.00,125.2362,4
Low Fat,NCF06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02019835,6.24,257.9962,4
Low Fat,NCT18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05940515,14.60,179.6976,4
Low Fat,FDY51,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08113483,12.50,220.0798,4
Low Fat,NCK31,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02704777,10.90,50.6666,4
Low Fat,FDQ58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01530184,7.32,154.4340,4
Low Fat,FDP34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.13722785,12.85,155.5630,4
Low Fat,FDP10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12809014,19.00,107.0622,4
Low Fat,DRE12,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07078056,4.59,114.5860,4
Regular,FDX12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02606449,18.20,241.8196,4
Regular,FDL51,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04749137,20.70,213.9876,4
Regular,FDW43,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02242524,20.10,226.3036,4
Regular,FDM15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05742158,11.80,149.9366,4
Regular,FDM45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08819473,8.66,119.6756,4
Regular,FDR22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01856260,19.35,110.5544,4
Regular,FDP52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07069173,18.70,230.2010,4
Low Fat,NCY41,Health and Hygiene,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.07588922,16.75,37.6532,4
Low Fat,NCK42,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01314664,7.48,214.5192,4
Low Fat,FDG24,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.01471391,7.98,83.1250,4
Low Fat,NCD31,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.01552177,12.10,165.8526,4
Low Fat,FDT59,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01594370,13.65,231.9668,4
Low Fat,FDY27,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.03196287,6.38,178.0344,4
Low Fat,FDU02,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.10271940,13.35,228.8352,4
Low Fat,NCU53,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.04283851,5.49,163.7842,4
Low Fat,NCZ29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.07151620,15.00,127.7362,4
Low Fat,NCJ18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.16427442,12.35,119.8124,4
Low Fat,NCH07,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.09285496,13.15,158.7604,4
Low Fat,NCO42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.02470560,21.25,145.1102,4
Low Fat,NCL19,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.01570802,15.35,143.4470,4
Low Fat,FDE22,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.02963278,9.70,159.6920,4
Low Fat,FDN10,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.04621735,11.50,120.3124,4
Low Fat,FDK34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.03860482,13.35,236.3564,4
Low Fat,FDM10,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.07612567,18.25,214.0218,4
Low Fat,FDT60,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.07597564,12.00,124.1388,4
Low Fat,FDU48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.05567158,18.85,133.3284,4
Low Fat,FDM13,Breakfast,2020,OUT017,Tier 2,Small,Supermarket Type1,0.06353267,6.43,133.0626,4
Low Fat,FDW37,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.12475207,19.20,90.9488,4
Low Fat,FDW49,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.08301916,19.50,180.2002,4
Low Fat,FDD04,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.09048021,16.00,142.4154,4
Low Fat,FDZ20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.03450102,16.10,255.7356,4
Low Fat,FDM56,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.07058862,16.70,107.9912,4
Low Fat,NCO41,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.01895548,12.50,100.1384,4
Low Fat,NCH07,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.09319120,13.15,158.1604,4
Low Fat,NCC18,Household,2020,OUT017,Tier 2,Large,Supermarket Type1,0.17827273,19.10,172.4422,4
Low Fat,FDK55,Meat,2020,OUT017,Tier 2,Large,Supermarket Type1,0.02590742,18.50,87.7172,4
Low Fat,NCN55,Others,2020,OUT017,Tier 2,Large,Supermarket Type1,0.05982701,14.60,239.2538,4
Low Fat,NCQ38,Others,2020,OUT017,Tier 2,Large,Supermarket Type1,0.01344204,16.35,104.5280,4
Low Fat,FDT46,Snack Foods,2020,OUT017,Tier 2,Large,Supermarket Type1,0.03098139,11.35,51.9008,4
Low Fat,FDN10,Snack Foods,2020,OUT017,Tier 2,Large,Supermarket Type1,0.04638470,11.50,118.9124,4
Low Fat,FDA10,Snack Foods,2020,OUT017,Tier 2,Large,Supermarket Type1,0.14261818,20.35,123.2072,4
Low Fat,FDA34,Starchy Foods,2020,OUT017,Tier 2,Large,Supermarket Type1,0.01494461,11.50,171.8080,4
Low Fat,FDE59,Starchy Foods,2020,OUT017,Tier 2,Large,Supermarket Type1,0.06264014,12.15,36.6532,4
Regular,FDS36,Baking Goods,2015,OUT045,Tier 2,Large,Supermarket Type1,0.04698243,8.38,108.1570,4
Regular,FDI12,Baking Goods,2015,OUT045,Tier 2,Large,Supermarket Type1,0.10060255,9.40,88.3856,4
Regular,FDX36,Baking Goods,2015,OUT045,Tier 2,Large,Supermarket Type1,0.12854341,9.70,226.5404,4
Regular,FDS59,Breads,2015,OUT045,Tier 2,Large,Supermarket Type1,0.04398246,14.80,110.6570,4
Regular,FDK25,Breakfast,2015,OUT045,Tier 2,Large,Supermarket Type1,0.15714989,11.60,168.2474,4
Regular,FDH50,Canned,2015,OUT045,Tier 2,Large,Supermarket Type1,0.16176284,15.00,185.9266,4
Regular,FDR55,Fruits and Vegetables,2015,OUT045,Tier 2,Large,Supermarket Type1,0.13235141,12.15,190.3872,4
Regular,FDZ39,Meat,2015,OUT045,Tier 2,Large,Supermarket Type1,0.01806132,19.70,102.5990,4
Regular,FDE10,Snack Foods,2015,OUT045,Tier 2,Large,Supermarket Type1,0.09013054,6.67,131.4626,4
Regular,FDM45,Snack Foods,2015,OUT045,Tier 2,Large,Supermarket Type1,0.08837359,8.66,119.3756,4
Regular,FDF34,Snack Foods,2015,OUT045,Tier 2,Large,Supermarket Type1,0.01404783,9.30,196.5084,4
Regular,FDY60,Baking Goods,2020,OUT017,Tier 2,Large,Supermarket Type1,0.02652017,10.50,144.8128,4
Regular,FDB04,Dairy,2020,OUT017,Tier 2,Large,Supermarket Type1,0.06358394,11.35,89.4856,4
Regular,FDH52,Frozen Foods,2020,OUT017,Tier 2,Large,Supermarket Type1,0.04415144,9.42,61.5194,4
Regular,FDX52,Frozen Foods,2020,OUT017,Tier 2,Large,Supermarket Type1,0.04224015,11.50,194.9820,4
Regular,FDR44,Fruits and Vegetables,2020,OUT017,Tier 2,Large,Supermarket Type1,0.10350305,6.11,129.6968,4
Regular,FDV20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.00000000,20.20,129.0678,4
Regular,FDV27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.04021623,7.97,90.4514,4
Regular,FDI34,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.08561752,10.65,229.3668,4
Low Fat,FDW58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00755167,20.75,107.1622,4
Low Fat,FDU36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04626220,6.15,97.8384,4
Low Fat,FDB60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02851670,9.30,194.6136,4
Low Fat,FDI26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03488014,5.94,177.9344,4
Low Fat,FDR49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.13920209,8.71,46.1376,4
Low Fat,FDT02,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02419016,12.60,34.4874,4
Low Fat,NCP18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02859284,12.15,151.0708,4
Low Fat,NCX18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00879232,14.15,195.0110,4
Low Fat,NCB43,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09989342,20.20,187.6898,4
Low Fat,FDE47,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03790158,14.15,126.3046,4
Regular,FDS36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04687847,8.38,109.8570,4
Regular,FDM12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06990377,16.70,188.6214,4
Regular,FDH56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06380514,9.80,117.3492,4
Regular,FDU31,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02498633,10.50,216.7508,4
Regular,FDG10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01093723,6.63,55.8588,4
Regular,FDS58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02100264,9.29,161.1578,4
Regular,DRM49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.15192527,6.11,46.6086,4
Low Fat,NCS42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06940334,8.60,91.2146,4
Low Fat,FDX01,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.04044615,10.10,118.1150,4
Low Fat,FDA43,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.10825394,10.90,194.8794,4
Low Fat,NCN29,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.02028048,15.20,49.1034,4
Low Fat,NCZ30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.04382829,6.59,121.4098,4
Low Fat,NCH30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.11240212,17.10,112.9860,4
Low Fat,FDL46,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.09048021,20.35,119.5466,4
Regular,FDQ08,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.03168553,15.70,63.1536,4
Regular,FDT32,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.10985775,19.00,188.8214,4
Regular,FDM09,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.14383179,11.15,169.9790,4
Regular,FDS21,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.03494240,19.85,61.9194,4
Low Fat,FDW49,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.08248352,19.50,179.2002,4
Low Fat,FDW11,Breads,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04874149,12.60,60.4194,4
Low Fat,FDH27,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.05829838,7.08,145.8128,4
Low Fat,FDU07,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.05979717,11.10,151.8366,4
Low Fat,FDI32,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.17422834,17.70,117.1834,4
Low Fat,DRK23,Hard Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.07191675,8.40,254.8040,4
Low Fat,NCJ17,Health and Hygiene,2014,OUT013,Tier 3,Large,Supermarket Type1,0.15242954,7.68,85.5224,4
Low Fat,NCY29,Health and Hygiene,2014,OUT013,Tier 3,Large,Supermarket Type1,0.07716984,13.65,55.5930,4
Low Fat,NCO54,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01426241,19.50,57.1614,4
Low Fat,NCN19,Others,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01208948,13.10,189.8530,4
Low Fat,NCQ38,Others,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01335531,16.35,105.5280,4
Regular,FDZ36,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06572904,6.04,188.3240,4
Regular,FDL24,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02487587,10.30,173.0422,4
Regular,FDJ38,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04017208,8.60,188.5530,4
Regular,FDD38,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00818491,16.75,101.2674,4
Regular,FDD40,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01478105,20.25,193.8162,4
Regular,FDS16,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06612187,15.15,145.6760,4
Regular,FDY03,Meat,2014,OUT013,Tier 3,Large,Supermarket Type1,0.07605848,17.60,111.8202,4
Regular,FDO09,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.12517042,13.50,261.4910,4
Regular,FDV22,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00993051,14.85,157.4630,4
Low Fat,FDH24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02151844,20.70,157.5288,4
Low Fat,FDA38,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02558371,5.44,239.1538,4
Low Fat,FDB51,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03861072,6.92,61.4852,4
Low Fat,FDV02,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06079227,16.75,170.4106,4
Low Fat,FDX50,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07493120,20.10,108.9228,4
Low Fat,FDR26,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04301128,20.70,177.2028,4
Low Fat,FDP04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01386904,15.35,62.5168,4
Low Fat,FDI52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10510455,18.70,121.7072,4
Low Fat,NCO17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07367866,10.00,120.9440,4
Low Fat,NCK53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03773433,11.60,98.1042,4
Low Fat,NCL41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04190765,12.35,36.2216,4
Low Fat,NCD42,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01268933,16.50,39.7506,4
Low Fat,NCX17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11406620,21.25,233.0300,4
Low Fat,NCP02,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04499129,7.11,59.2562,4
Low Fat,NCC55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06402288,10.70,36.0848,4
Low Fat,FDQ16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04180329,19.70,110.3912,4
Low Fat,FDY31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04363058,5.98,148.2418,4
Low Fat,FDW36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05702116,11.15,106.8622,4
Low Fat,FDV50,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12276178,14.30,124.3730,4
Low Fat,FDC41,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11709501,15.60,78.0670,4
Low Fat,DRN59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06424135,15.00,45.2060,4
Low Fat,NCN05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01448215,8.24,182.2950,4
Low Fat,NCS53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08991777,14.50,160.3604,4
Low Fat,NCD07,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05551492,9.10,112.5518,4
Low Fat,NCC07,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02398839,19.60,104.5964,4
Low Fat,FDH34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03114359,8.63,183.9582,4
Low Fat,FDP58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00000000,11.10,220.7482,4
Low Fat,FDS57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10360309,15.50,143.5470,4
Low Fat,FDB59,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01530265,18.25,198.0084,4
Regular,FDK60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09401022,16.50,95.2068,4
Regular,FDO01,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02075087,21.10,128.7994,4
Regular,FDR32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00000000,6.78,227.5694,4
Regular,FDT32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06573598,19.00,189.6214,4
Regular,DRB13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00705529,6.12,188.6530,4
Low Fat,FDX60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08059413,14.35,80.9960,4
Low Fat,FDG16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08981681,15.25,217.3192,4
Low Fat,FDH08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01742908,7.51,229.6010,4
Low Fat,FDR08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03762295,18.70,110.7886,4
Low Fat,FDI20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03856376,19.10,209.2586,4
Low Fat,FDM32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02060503,20.50,91.0830,4
Low Fat,NCV53,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01881360,8.27,237.9880,4
Low Fat,NCG42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04122783,19.20,129.8310,4
Low Fat,NCO07,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00977627,9.06,213.7560,4
Low Fat,DRI13,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02032696,15.35,216.7508,4
Regular,FDI36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06234343,12.50,199.7426,4
Regular,FDO52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07716460,11.60,172.5106,4
Regular,FDF56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11946223,16.70,182.7976,4
Low Fat,NCB42,Health and Hygiene,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.00857854,11.80,117.6492,4
Low Fat,FDN44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.02292455,13.15,157.8920,4
Low Fat,FDA32,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.00000000,14.00,216.9192,4
Low Fat,FDT25,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.05085390,7.50,121.7072,4
Low Fat,FDE26,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.08918628,9.30,145.3786,4
Low Fat,FDG16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.08999896,15.25,215.1192,4
Low Fat,FDO32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.12078808,6.36,45.7060,4
Low Fat,FDH10,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04926398,21.00,195.0478,4
Low Fat,FDI20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.03864197,19.10,212.1586,4
Low Fat,DRL35,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.03076590,15.70,43.2770,4
Low Fat,NCL53,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.03630840,7.50,175.4028,4
Low Fat,NCK30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.06110224,14.85,253.2698,4
Low Fat,NCP43,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.03056892,17.75,177.8660,4
Low Fat,FDF22,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.05694594,6.87,214.6218,4
Low Fat,FDT48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.04621497,4.92,199.8084,4
